gene_ID	RE_sample_size	RE_beta	RE_SE	RE_Z	RE_metaP	RE_I2	RE_H2	RE_Q_val	RE_Q_pval	RE_metaP_FDR	Chromosome	Gene_Start	Gene_End	Chromosome_type
ENSG00000278974.1	12	-0.287930654984417	0.048139639636774	-5.98115518015773	2.21560668896072e-09	0	1	5.35095838493712	0.912986341185815	5.53680111571284e-07	4	188740507	188741281	Autosomal
ENSG00000278982.1	3	-0.057855332244229	0.0850373579185418	-0.680351949547271	0.496281638115338	0	1	0.368742275330756	0.831627098404343	0.864209371267958	10	7411599	7413467	Autosomal
ENSG00000278985.1	2	-0.0121879713059142	0.114004975614082	-0.10690736294854	0.914862471882919	58.4316702692661	2.40567760715351	2.40567760715351	0.120895765807426	0.98629910148206	16	80982319	80984094	Autosomal
ENSG00000278986.1	2	0.136949875414962	0.0837661513272699	1.63490709845205	0.102068524196322	0	1	0.493275156634999	0.482469958322877	0.498893994218527	18	35972151	35973916	Autosomal
ENSG00000278989.1	13	0.00235082026073033	0.0167730728679812	0.140154417692771	0.888537985750764	0	1	10.2263590328901	0.596109724568531	0.980003077340566	11	86434924	86437282	Autosomal
ENSG00000278991.1	2	-0.0883168501831247	0.0945277918589745	-0.934295072870041	0.350151705210293	48.8822872008454	1.9562690606465	1.9562690606465	0.161912898390084	0.790024389638277	15	77063397	77064910	Autosomal
ENSG00000278995.1	4	0.0976018441048984	0.0797465544812863	1.2239004523738	0.220989782952765	0	1	0.674046070540592	0.879290922376242	0.672105639700564	16	74683	74961	Autosomal
ENSG00000278997.1	4	-0.0502983110737585	0.0674521354510496	-0.745688935382339	0.45585534461908	0	1	0.694124675797669	0.874585007116562	0.843000887555053	1	33141871	33143230	Autosomal
ENSG00000279013.1	5	-0.102653559149997	0.0439875997359046	-2.33369312638822	0.0196117962687033	10.444002345962	1.11661979788677	4.58602138942659	0.332469070716949	0.227215750424977	4	91603275	91605292	Autosomal
ENSG00000279019.1	8	-0.0182272605998648	0.0292757019083477	-0.62260712508032	0.533542727860549	0	1	4.90029552413465	0.6721292795315	0.878773784714489	16	57140896	57144586	Autosomal
ENSG00000279026.1	13	0.0139099195279412	0.0387172213154261	0.359269571920419	0.719393434949228	0	1	7.0924059174633	0.851447006726162	0.938369410093955	14	73580694	73582918	Autosomal
ENSG00000279031.1	10	0.00659027204666913	0.0465646808589479	0.141529415108248	0.887451724017788	0	1	2.51447221699416	0.980491748912874	0.980003077340566	16	3292879	3293403	Autosomal
ENSG00000279042.1	5	-0.122445479137135	0.0562997527958943	-2.17488484507279	0.0296387468623727	0	1	0.351954580037264	0.986218100145986	0.284600301283648	18	14990707	14993235	Autosomal
ENSG00000279044.1	3	-0.146690866908505	0.0508857197192954	-2.88275114742812	0.00394218739787767	0	1	1.03623524426795	0.595640714247933	0.0917552897028605	19	13081966	13082564	Autosomal
ENSG00000279050.1	2	-0.046671864133836	0.100916750554653	-0.462478863789419	0.643737956078745	0	1	0.448228129858978	0.503177590411777	0.91622875734111	15	25135642	25138055	Autosomal
ENSG00000279058.2	2	0.0891585782535805	0.140162361235099	0.63610927689804	0.52470519937886	0	1	0.0411001544537753	0.839344720971764	0.87579611737302	10	46337224	46358714	Autosomal
ENSG00000279059.1	13	-0.0168927492910685	0.0196410271282925	-0.860074637681998	0.389747900809911	0	1	7.28740603916535	0.838050819750159	0.811161190094377	17	54956760	54958426	Autosomal
ENSG00000279066.1	2	0.104550626560341	0.0784991163726024	1.33187010748099	0.182902875348096	0	1	0.00192355040553443	0.965017355740153	0.630889336378345	17	82425498	82427310	Autosomal
ENSG00000279089.1	3	-0.0717113592478518	0.0517230687564434	-1.38644827099356	0.165610065465521	0	1	0.318214121421723	0.852905041460924	0.606587646109066	17	51183191	51186403	Autosomal
ENSG00000279090.1	13	-0.038375897860574	0.0248336167712544	-1.54532053120008	0.122268751724645	0	1	9.73404740586157	0.639279724569471	0.539007030756142	11	132403360	132404060	Autosomal
ENSG00000279095.1	13	-0.0290144792637669	0.0267726892449712	-1.08373421131823	0.27848266223234	13.7306818384923	1.15916066257515	11.9171817958989	0.452353639902868	0.735447486380759	19	44664131	44666158	Autosomal
ENSG00000279103.1	4	0.0721050630068445	0.100332566709643	0.718660604143743	0.472350062486001	47.740565823936	1.91353009416628	5.69651611856945	0.127345987002265	0.850664124783365	19	44246478	44248374	Autosomal
ENSG00000279104.1	2	0.0683700224410548	0.113647475815755	0.601597368971892	0.547442180658008	0	1	0.160249239836641	0.68892715138975	0.885173358873806	7	49760897	49762764	Autosomal
ENSG00000279108.1	13	-0.0693621322631566	0.0309907333490834	-2.23815717691651	0.0252108071240481	0	1	10.5204524860046	0.570399710800594	0.25860156799588	19	40840159	40842039	Autosomal
ENSG00000279113.1	7	0.0165151412270194	0.0394407307878027	0.418733144572636	0.675411169702677	0.00770890974794844	1.00007709504067	6.00064598149766	0.423117721591213	0.926373497852355	12	132332005	132332432	Autosomal
ENSG00000279117.1	11	0.0336275541986663	0.0246178566828313	1.36598220681488	0.171944548244217	0	1	8.78502977541526	0.552619459930436	0.615872716851239	11	75260129	75262466	Autosomal
ENSG00000279118.1	12	0.054195794804955	0.0297648523797185	1.82079837365105	0.0686375116265095	0	1	6.37553155220425	0.847170197355366	0.428411218369397	5	126496279	126498604	Autosomal
ENSG00000279123.1	10	-0.00105274835965603	0.0441952267001605	-0.0238204086336819	0.980995860931836	18.150189948369	1.22174993365189	11.7869594075849	0.225587726455721	0.996404292486344	16	70778433	70779145	Autosomal
ENSG00000279135.1	12	-0.0372835191928021	0.0368098532349877	-1.01286791215359	0.31112325698432	25.1234331333444	1.33553131753604	15.0495150084212	0.180241314490105	0.760760292763029	13	20712431	20714146	Autosomal
ENSG00000279138.1	9	0.00127501486100367	0.0255686329960791	0.0498663679516691	0.960228878431471	0	1	4.15744675174733	0.842645889782496	0.993628143768218	8	104478539	104480783	Autosomal
ENSG00000279140.1	12	-0.0139816756626679	0.0435546948494307	-0.321014203199053	0.748199627486952	18.6147261134289	1.22872351746795	13.5315710913157	0.260004979034377	0.950100792980242	14	104815449	104815753	Autosomal
ENSG00000279143.1	2	-0.00950484775098624	0.138481859728081	-0.0686360492966348	0.945279323326403	0	1	0.0169892597773258	0.896295176081486	0.991433411478324	17	83132647	83136150	Autosomal
ENSG00000279155.1	2	-0.0200150349148175	0.0657038234851151	-0.304625116974385	0.760651688098104	0	1	0.755095210967328	0.384867835961731	0.952577583842226	X	48939992	48940808	Sex
ENSG00000279161.1	10	-0.0320052806988115	0.0262544487955164	-1.21904218778637	0.22282818056941	0	1	5.7004628974247	0.769482421787904	0.673796974498675	19	46636810	46639161	Autosomal
ENSG00000279162.1	2	0.0255713156312318	0.0872845387210156	0.292965008533349	0.769548897921316	0	1	0.149958518375027	0.69857500277582	0.955163690770656	16	2592514	2594563	Autosomal
ENSG00000279182.1	3	0.022673662998448	0.066818130780225	0.339333991144187	0.73435813885051	0	1	1.11558318149846	0.572471921169184	0.945654615903343	22	50316035	50317025	Autosomal
ENSG00000279192.1	13	0.0185858942808472	0.0352032591228761	0.527959477160156	0.597527461908429	7.67276250852121	1.08310399744419	12.1269644951599	0.435537614831387	0.901534240282456	15	24985053	24988232	Autosomal
ENSG00000279196.1	8	0.055052263941394	0.0355037348219084	1.55060486502459	0.120996405552766	0	1	1.27182121887979	0.989178145384698	0.536711812693787	16	30984630	30988270	Autosomal
ENSG00000279203.1	11	0.0281851636667246	0.0365305334872951	0.771550836412699	0.440380502213803	0	1	3.81611947332142	0.955261097752491	0.836333903320827	19	15383202	15383832	Autosomal
ENSG00000279205.1	2	-0.130407079880695	0.0684893551292854	-1.90404887934087	0.0569038185798435	0	1	0.000690210132678277	0.979040507145287	0.393879221636108	2	176822030	176823653	Autosomal
ENSG00000279207.1	12	0.00976881288472451	0.0299671867053264	0.325983649409045	0.744436725910194	0	1	6.68398531227341	0.824067311321643	0.948667382602062	17	58095672	58101479	Autosomal
ENSG00000279225.1	9	-0.0813006788894188	0.0544565975109855	-1.49294452105676	0.135451709835988	0	1	4.61521387394079	0.797798715161819	0.562161779307495	16	63397707	63397946	Autosomal
ENSG00000279233.1	7	-0.0421492498765377	0.0392815903457344	-1.0730026331817	0.283269934688955	0	1	2.26952468573388	0.893317433353664	0.738895363783514	12	125138245	125141711	Autosomal
ENSG00000279246.1	3	-0.141257632263636	0.119841974575974	-1.17869913912412	0.23851799856914	66.1331592378723	2.95274072661147	5.39230139082414	0.0674647057646813	0.69288750761323	11	61352244	61354477	Autosomal
ENSG00000279253.1	11	-0.072806979595908	0.0381387841398579	-1.90900106644509	0.0562619540935833	0	1	2.59335099066172	0.98944441610272	0.392322632102866	20	35262727	35264187	Autosomal
ENSG00000279254.1	4	-0.0351589277678409	0.0598070807597406	-0.587872327510563	0.556617991938772	0	1	0.804733769621363	0.848334446272538	0.888854497251267	2	46668870	46670778	Autosomal
ENSG00000279259.1	9	-0.0123096400958587	0.0483655629475939	-0.25451249495838	0.799099652265074	29.6489091422404	1.4214420669352	11.2103484615404	0.190063054002809	0.961864064548339	17	80147250	80148596	Autosomal
ENSG00000279265.1	12	-0.0205058865523601	0.0476941706579891	-0.429945342784258	0.667235400803568	0	1	3.64180788241014	0.979249428218282	0.923013194540882	7	127349833	127350293	Autosomal
ENSG00000279267.1	13	-0.0384690353308876	0.0414760969422242	-0.927498925091108	0.353667549623528	0	1	4.19941989002252	0.979563006121378	0.79239287818823	2	113605867	113607908	Autosomal
ENSG00000279275.1	4	0.0397910952959386	0.0529803835390384	0.751053364244121	0.452620540599015	0	1	1.52147986992873	0.67732173469183	0.841277614263716	18	13279415	13280110	Autosomal
ENSG00000279278.1	8	-0.0240837097140205	0.020979907349795	-1.14794166210919	0.250992647693476	0	1	4.09871643911194	0.768339612088013	0.707196167851671	22	22264601	22273020	Autosomal
ENSG00000279283.1	2	-0.0434781088137414	0.0631139376456101	-0.688882843245727	0.490896996942696	0	1	0.000876510359260398	0.97638134579017	0.861256056417585	12	131896500	131898239	Autosomal
ENSG00000279288.1	4	-0.0417759064482611	0.0543065303411926	-0.769261195399427	0.4417382684641	0	1	1.96049776461588	0.580645887959386	0.83755988838527	7	113075124	113077181	Autosomal
ENSG00000279305.1	5	-0.0281358416723983	0.0291838339510807	-0.964089972536198	0.335000819580105	0	1	2.58221653408367	0.629976597482714	0.779485147235272	3	154334809	154337047	Autosomal
ENSG00000279320.1	2	0.0902100616060367	0.110353942583444	0.817461157201742	0.413664938229939	0	1	0.000331251584299155	0.985479048754642	0.82334290009231	3	146504570	146506560	Autosomal
ENSG00000279328.1	3	-0.027660489079139	0.0495340617292921	-0.558413506049755	0.576562052250834	30.9718518657776	1.44868438025534	2.76921098694259	0.250422573647188	0.895583910028898	3	126432796	126434569	Autosomal
ENSG00000279329.1	12	-0.0112044542812124	0.0252142164195715	-0.44437051283955	0.656774728729312	0	1	5.81721281621317	0.885277568763047	0.920095428692757	19	34675717	34677581	Autosomal
ENSG00000279330.1	2	0.152999640492855	0.0973549127858872	1.57156568800331	0.116051309172611	0	1	0.0345338782873615	0.852575779022624	0.526096096649202	16	3273609	3275807	Autosomal
ENSG00000279331.1	2	-0.106244222164007	0.0671436923038335	-1.58234107357753	0.113571728959216	0	1	0.0030385118963905	0.956040712799578	0.521241048060754	8	93740121	93740773	Autosomal
ENSG00000279332.1	12	0.052012515486103	0.0330773322116719	1.57245194846003	0.115845774712329	0.00148042342997882	1.00001480445347	11.5752380376708	0.396402339953375	0.52576361590213	18	24135468	24135829	Autosomal
ENSG00000279344.1	2	0.0501760752725665	0.0936674949369699	0.535682899455469	0.592177724137088	0	1	0.758001942831202	0.38395453370368	0.900533876955475	16	53478957	53481550	Autosomal
ENSG00000279347.1	2	-0.0299515096388103	0.102989264332361	-0.290821667995925	0.771187712598207	0	1	0.0827165334318932	0.773649253626586	0.955524839749471	8	119838736	119840385	Autosomal
ENSG00000279348.1	10	0.0109042774586945	0.0242538560552831	0.449589435751569	0.653006506879149	17.9091104034566	1.21816197255841	11.7494938529936	0.2278028806948	0.918853535016932	2	216211404	216213519	Autosomal
ENSG00000279349.1	2	-0.151445445547745	0.0771997485346817	-1.96173495927527	0.049793349478355	0	1	0.279898709112525	0.596767614038468	0.368012645038087	3	112525548	112528142	Autosomal
ENSG00000279360.1	12	-0.0160651886245908	0.0381806480493033	-0.420767835156845	0.673924621145087	0.00500763191875387	1.00005007882695	11.5181471553881	0.400928923251224	0.925993269781713	12	110056916	110057275	Autosomal
ENSG00000279369.1	10	0.0268072915571475	0.0243082858779756	1.10280468527138	0.270111993019517	0	1	5.41363174726221	0.796864114771453	0.726588871097965	17	63700847	63702670	Autosomal
ENSG00000279372.1	10	-0.116213694847837	0.059128543820887	-1.96544151670424	0.0493631583020363	27.4096477232356	1.37759353500216	12.3474184390966	0.194424456314499	0.366665263162414	17	82035403	82035800	Autosomal
ENSG00000279375.1	2	0.179833878859596	0.0909489056433431	1.97730668211464	0.0480069748235542	0	1	0.0949971964884709	0.757917862660228	0.361762322153221	5	141191599	141194088	Autosomal
ENSG00000279377.1	5	6.31263564373443e-06	0.0636763046982411	9.91363376635892e-05	0.999920900646893	0	1	2.95654694162385	0.565123304153688	0.999961384235245	19	21965708	21968529	Autosomal
ENSG00000279382.1	11	-0.0217562434895059	0.0206905405336129	-1.05150677210011	0.293025900744432	0	1	3.81485606410263	0.955312841805492	0.746147010111923	17	76090308	76091669	Autosomal
ENSG00000279386.1	2	-0.0565561108480118	0.0915024495166994	-0.618083025610043	0.536520610909246	0	1	0.579876283229837	0.446360818039411	0.880055796955829	4	37866561	37867091	Autosomal
ENSG00000279387.1	3	-0.0490591960085276	0.0626378775992932	-0.783219321739618	0.433498330433145	0	1	0.717567272314944	0.698525470657542	0.833505807749995	19	29506966	29509041	Autosomal
ENSG00000279398.1	7	-0.128461874349048	0.0552863527364283	-2.32357296133235	0.0201483929997571	0.0210775976272045	1.00021082041215	5.24208400649233	0.51316001183947	0.230570505352687	6	108178871	108179317	Autosomal
ENSG00000279419.1	11	-0.00961317461366071	0.0227342122761098	-0.422850569745173	0.672404289143192	0	1	7.5588363788407	0.671841611413462	0.925398707061495	7	124742312	124745017	Autosomal
ENSG00000279422.1	2	0.020440969432959	0.179121196335027	0.114118093509862	0.90914417937569	67.2282637069584	3.05140988276636	3.05140988276636	0.0806670876328508	0.985526751163148	X	49165576	49165972	Sex
ENSG00000279434.1	10	-0.0959230482076762	0.0330871991992531	-2.89909845889409	0.00374237354729334	0	1	2.84847646291614	0.970000383988532	0.0891746507240625	14	35086035	35088059	Autosomal
ENSG00000279452.1	2	0.0302988711255442	0.102414578713523	0.295845293767179	0.767348230992461	0	1	0.29484895711448	0.587129829622391	0.954172417810317	19	2949035	2950644	Autosomal
ENSG00000279453.1	12	-0.0121494076796969	0.0238860357311051	-0.508640605601859	0.611004161347525	21.4060465331042	1.27236251122194	13.7340856660704	0.24805839391202	0.905814632037665	6	122436789	122439223	Autosomal
ENSG00000279456.1	10	0.0311944942448865	0.0246866913582889	1.2636158402982	0.206367945292509	0	1	2.76513131084731	0.972883538546268	0.656929693671971	9	41061290	41062917	Autosomal
ENSG00000279457.4	12	0.055051918751789	0.0412294834774792	1.3352560863844	0.181792545861999	17.2827279656624	1.20893735420201	12.0777075884305	0.357830635986345	0.629727746153564	1	185217	195411	Autosomal
ENSG00000279464.1	2	-0.0984158855534217	0.13918344594889	-0.707094761754651	0.479507591010988	53.9711152431883	2.17254883598285	2.17254883598285	0.140493205823159	0.855310114158786	4	67607856	67610313	Autosomal
ENSG00000279465.1	2	-0.15643131949313	0.0927646284086898	-1.68632508076188	0.0917332028041171	0	1	0.425482794944264	0.51421383751802	0.476729418615722	3	15731877	15732536	Autosomal
ENSG00000279469.1	2	0.059858025017413	0.13807746557774	0.433510455648623	0.664643971859647	0	1	0.226916429265483	0.633819736128803	0.922549811488938	5	134394360	134395008	Autosomal
ENSG00000279480.1	3	0.0903722563068483	0.061380419163801	1.4723303870845	0.140931681377019	0	1	1.47141044890064	0.479167419212127	0.568442425592628	12	132200436	132201287	Autosomal
ENSG00000279488.1	13	-0.0360148544002074	0.0279261978910288	-1.28964403033816	0.197174280744855	0	1	8.23717848496165	0.766331847409574	0.645896808233843	19	1372238	1374364	Autosomal
ENSG00000279489.1	2	0.0713856651924811	0.0854174232622077	0.835727214263383	0.403308381680353	0	1	0.000281822955530919	0.986606075535071	0.818386965702092	9	35001913	35003663	Autosomal
ENSG00000279495.1	7	-0.0338511583998059	0.0422734108819397	-0.80076714165187	0.423266464658082	28.4126102593855	1.39689406699049	7.96791851526646	0.240463115085661	0.828422208079201	14	105370418	105372918	Autosomal
ENSG00000279499.1	6	-0.0274138661354748	0.0583482096150603	-0.469832173366276	0.638474926141219	0	1	4.37684994875503	0.496527575904565	0.914741556797825	13	30196443	30196881	Autosomal
ENSG00000279500.1	2	-0.0281829974754976	0.0621361764754187	-0.453568260458494	0.650139602396732	0	1	0.0645566599865785	0.799433733503913	0.918005332936652	12	128813186	128814750	Autosomal
ENSG00000279504.1	13	0.00311465351097861	0.0328492257390237	0.0948166491266344	0.924460462361096	0	1	8.01012403667466	0.784338726947591	0.987717060118464	19	36114362	36115146	Autosomal
ENSG00000279507.1	8	-0.0485305589219977	0.0508282238182119	-0.954795491095029	0.339681128021748	0	1	4.69793232502939	0.696770290900607	0.782797487408449	3	128914833	128915060	Autosomal
ENSG00000279518.1	11	0.0218732372303036	0.0344802944276857	0.634369212715906	0.525839896908676	0.0276100923529701	1.0002761771763	10.2381233879366	0.419856281315267	0.876097960187904	8	134783694	134785879	Autosomal
ENSG00000279519.1	12	0.0157318523600633	0.0215108458169274	0.731345131379423	0.464568370364994	8.06593858886901	1.08773612810162	10.4603343242362	0.489515678397543	0.847419301103488	2	36839922	36842539	Autosomal
ENSG00000279520.1	12	-0.0563273177002167	0.0243961226047634	-2.30886352773201	0.0209511554380926	0	1	6.26371179579001	0.855201813246493	0.234916152281743	16	2516658	2517999	Autosomal
ENSG00000279528.1	11	0.0640910633826721	0.0369785167020401	1.73319724798849	0.0830606160105915	0	1	7.89538388507908	0.639055021146222	0.462046585252194	X	48580741	48581165	Sex
ENSG00000279532.1	2	0.0566457639184179	0.114731613813758	0.493724109994392	0.621501035526584	0	1	0.269820566708872	0.60345216303829	0.909793417459725	17	28373673	28374301	Autosomal
ENSG00000279536.1	12	0.000954444925573758	0.0324799708752734	0.0293856459797618	0.976557020710767	18.1057617706367	1.22108712605553	10.5343458901352	0.48305671873593	0.996219768293293	7	149881477	149882105	Autosomal
ENSG00000279541.1	2	0.115304507095918	0.203675297166628	0.566119253046123	0.571312716062607	74.2370234235662	3.88153906453004	3.88153906453004	0.0488197850469138	0.893393813618368	19	57293083	57294469	Autosomal
ENSG00000279568.1	2	0.0168671578933043	0.0846663921129566	0.199219046334243	0.84209140121134	11.9395516253083	1.13558358883782	1.13558358883782	0.286587475335881	0.970941260214715	16	2575628	2577373	Autosomal
ENSG00000279569.1	11	0.0897233342380405	0.0311951412919087	2.87619579595598	0.00402499956357307	0	1	6.26832243154794	0.792238650915197	0.0923159249383602	16	70661667	70665836	Autosomal
ENSG00000279587.1	4	-0.0356290865068192	0.0402301224909071	-0.885632066242706	0.375815826313151	22.8983172420342	1.29698855359507	3.7509450491737	0.289643836707206	0.805457761540793	X	117894632	117895683	Sex
ENSG00000279594.1	2	-0.00156686058359092	0.109900408882184	-0.0142570951239194	0.988624869280571	0	1	0.0541534970306362	0.815987349456994	0.997289318194841	14	75011269	75012851	Autosomal
ENSG00000279605.1	12	0.0368912802812679	0.0273063778274216	1.35101332422863	0.176691164531889	15.9871722707999	1.19029441935143	13.0685943689718	0.28886577642552	0.622451059263705	8	143578358	143583304	Autosomal
ENSG00000279611.1	3	0.14518277303979	0.112226166822843	1.29366240645973	0.195782056074647	70.4141383516102	3.3799928218566	6.68029772480296	0.0354316828835934	0.644504341354247	19	58350795	58351720	Autosomal
ENSG00000279619.1	3	0.0822088083598738	0.0588520568385522	1.39687230618627	0.162451973853718	1.01506444602014	1.01025473664593	1.8892375940243	0.38882776495971	0.60366793082969	19	35137645	35139580	Autosomal
ENSG00000279623.1	3	-0.0380348941323962	0.0843370146417767	-0.450986963363005	0.651998944895947	14.2522867898981	1.16621185867635	2.13395734623244	0.344046425413875	0.918402755829029	10	21865335	21865921	Autosomal
ENSG00000279631.1	3	0.00420101853650325	0.0696307397919651	0.0603328149184482	0.951890567014472	0	1	0.866914623081289	0.648263965414905	0.992539092225704	10	22252072	22254589	Autosomal
ENSG00000279633.1	3	0.00530531861720429	0.112342831047053	0.0472243628521543	0.962334410432364	60.0721948162287	2.5045203346325	5.08695952410577	0.0785924404185911	0.993920344745974	14	61801713	61803634	Autosomal
ENSG00000279641.1	2	-0.028595514932449	0.0930720688122632	-0.307240564192565	0.758660271904384	16.014978524978	1.19068850901873	1.19068850901873	0.275190719853724	0.952171269754061	17	7242200	7243814	Autosomal
ENSG00000279649.1	3	0.0863915670060677	0.0441148163580979	1.95833450387263	0.0501907746168753	26.2910776493682	1.35668785827993	2.69555535766871	0.259817016394997	0.369445495633494	16	68290087	68292790	Autosomal
ENSG00000279656.1	13	0.0595543367225892	0.0402652243403083	1.47905140722068	0.139126575945426	0	1	4.63592427181975	0.969048186080006	0.567088788934682	14	23023083	23024217	Autosomal
ENSG00000279659.1	2	0.131761302666735	0.129953076257664	1.01391445636489	0.310623572638734	68.678270924451	3.19267176338818	3.19267176338818	0.0739690265477729	0.760760292763029	6	79573877	79575530	Autosomal
ENSG00000279667.1	8	0.00463749293153617	0.0387191080771334	0.119772721063143	0.904663191791375	0	1	4.50459610478675	0.72016375459456	0.984059335670775	1	40473055	40474059	Autosomal
ENSG00000279675.1	8	-0.00327523465518843	0.0232835676992454	-0.140667216360256	0.888132845078817	0	1	3.75262186616483	0.807788848387387	0.980003077340566	11	40107244	40112599	Autosomal
ENSG00000279685.2	6	0.0506373174147859	0.0413108730125614	1.22576246208567	0.220288077071301	20.7601502822778	1.26199128792182	6.38303045341206	0.270711473336805	0.671480719876052	17	45895783	45898798	Autosomal
ENSG00000279689.1	6	0.0198601753878	0.0405589462144995	0.489662016433261	0.624373084169529	0	1	3.31367351334479	0.651748933459326	0.910265200810707	10	73769264	73772862	Autosomal
ENSG00000279690.1	3	0.0260899472760237	0.101456205420528	0.257154771045132	0.797059297593424	58.4030342057124	2.40402149749424	4.72588150089076	0.094142964756636	0.961550576746477	21	32790673	32791504	Autosomal
ENSG00000279692.1	8	0.0149308119777792	0.0496538082840628	0.300698224240164	0.763644623006075	23.3305566571992	1.30430058756113	8.52163898641539	0.288847362034309	0.953544385224224	17	81395609	81397144	Autosomal
ENSG00000279693.1	2	-0.0228183378905268	0.0665638845780431	-0.342803579376041	0.731746232994931	0	1	0.00375034839117225	0.951168003937355	0.945111993342195	16	68367325	68370262	Autosomal
ENSG00000279696.1	12	-0.00421322030136358	0.0308173876146463	-0.136715686418572	0.891255529991967	25.9847627432086	1.35107315339754	15.5139807151098	0.160154513055197	0.980503816803387	11	93726654	93729805	Autosomal
ENSG00000279700.1	7	-0.0323369574386119	0.028085192162484	-1.15138814972423	0.249572586821209	0	1	5.15329024900696	0.524308362786046	0.705522505052264	12	132565071	132566425	Autosomal
ENSG00000279716.1	13	-0.0235159855214135	0.0239812595267228	-0.980598433339546	0.326790807220996	15.3904758158131	1.18190003979114	13.822549187828	0.312183285030097	0.773535970468286	19	15398696	15400356	Autosomal
ENSG00000279722.1	13	-0.0284432087617942	0.0312284432581967	-0.910810972120057	0.362394980303868	0	1	7.32273282759373	0.835570043141639	0.798223886550323	16	53487607	53489943	Autosomal
ENSG00000279727.1	7	-0.048275875002546	0.0323268898719495	-1.49336590045539	0.135341433867657	0	1	2.36645207149424	0.883104197897291	0.561941006413748	3	36819276	36822498	Autosomal
ENSG00000279744.1	9	0.0297480617045943	0.026182958717449	1.13616119651021	0.255889107106667	0	1	3.4800075243742	0.900735714185441	0.712200338198035	17	82462601	82464255	Autosomal
ENSG00000279750.3	3	-0.0564591380378977	0.0845874740612988	-0.667464523139478	0.504475463374407	0	1	0.0121857148613222	0.993925666385091	0.867546039582312	X	52053176	52055684	Sex
ENSG00000279759.1	7	-0.0255568533984402	0.0327469181418059	-0.780435376781714	0.435134651534592	0	1	4.23437928556003	0.644991868316909	0.833786535642545	19	40355842	40360606	Autosomal
ENSG00000279774.1	2	0.0503966861226722	0.0588350627705465	0.856575717769121	0.391679410233959	0	1	0.0623455888274627	0.80282632906101	0.812287839149099	1	244064330	244067909	Autosomal
ENSG00000279789.1	12	-0.0360267644576522	0.0237580711731542	-1.51640106619266	0.129417969640888	0.0201793858165523	1.00020183458715	7.60973190243886	0.747777958319739	0.553675165645331	16	29913144	29915337	Autosomal
ENSG00000279792.1	12	0.0092767327398799	0.0293332655579386	0.316252983206273	0.751810494999831	15.0119623198366	1.17663617998019	10.8218821502792	0.458303962801897	0.950796774799888	17	50362967	50365232	Autosomal
ENSG00000279794.1	2	0.0490317655136624	0.0620321484515018	0.79042507373409	0.429279563737791	0	1	0.285787336858038	0.592932838057331	0.831567784892487	19	56149817	56150490	Autosomal
ENSG00000279799.1	12	0.0712459556080213	0.065106896326755	1.0942919971251	0.273826934093498	40.0922847205428	1.66923408000991	18.9799902248739	0.0614536379691202	0.729970880265939	5	134905235	134905691	Autosomal
ENSG00000279801.1	2	-0.104525500219447	0.110366116068079	-0.947079628633218	0.343598204418375	0	1	0.525474560144727	0.468515687160496	0.78541222304278	17	77444704	77447167	Autosomal
ENSG00000279803.1	8	-0.00906514750170766	0.0366078139491656	-0.247628758010399	0.804421657909802	0	1	2.65750204866598	0.914777650374663	0.963378000872605	16	57142652	57144936	Autosomal
ENSG00000279811.1	3	0.0466486729654187	0.0966368568224928	0.482721339448211	0.629293609300799	44.5236130016784	1.80256872177032	3.51404951656192	0.172557501111208	0.912316014295981	18	77002849	77006846	Autosomal
ENSG00000279812.1	11	0.00491143759129672	0.0385859602583479	0.127285612653223	0.898714347121717	0	1	2.65503313860799	0.988418818699524	0.982737770383364	17	7192295	7192448	Autosomal
ENSG00000279822.1	4	-0.0772484411820788	0.0568310500936098	-1.35926471629221	0.174062720471497	0	1	1.22081343079609	0.748016841538921	0.618502284925251	10	48443836	48445820	Autosomal
ENSG00000279833.1	9	-0.0453892479352836	0.0274903071997263	-1.65110006248804	0.098718144569534	0	1	5.08570268029299	0.748378079641561	0.491819772644316	22	39133090	39136760	Autosomal
ENSG00000279845.1	3	0.0656990291978571	0.096045277611483	0.684042264562128	0.493948477765507	0	1	0.699201245892288	0.704969582178946	0.863017835557385	4	146180851	146181316	Autosomal
ENSG00000279858.1	5	0.0648475063969215	0.0657078337961748	0.986906775805118	0.323688342215094	0	1	2.84537369453727	0.584026070709326	0.769370745162782	8	19375128	19375622	Autosomal
ENSG00000279861.1	10	0.0435824009994449	0.0418226801897732	1.0420757541527	0.297376558607613	45.1667984031051	1.82371258813497	16.9216656896134	0.0499569083859154	0.749305276973784	19	47487638	47489519	Autosomal
ENSG00000279863.1	8	-0.0341846456565687	0.0638936890894117	-0.535023820720874	0.592633385554294	58.8816736323386	2.43200560027287	16.7209002202274	0.0192872758536584	0.900533876955475	10	50334538	50336123	Autosomal
ENSG00000279865.1	6	-0.0182323096046595	0.049709341661008	-0.36677833573002	0.713784368717841	0	1	2.21453782400698	0.818733315863935	0.936473100105465	12	8080381	8082163	Autosomal
ENSG00000279878.1	4	-0.0526236514269393	0.0640147302858558	-0.82205534869787	0.41104539660639	75.1067604128973	4.0171549247375	12.8354301261419	0.00500635688286905	0.822419892809743	11	61525708	61526602	Autosomal
